strategy,N,path,rep,lookups,cycles,cycles_per_lookup
direct,64,hit,13,1000000,5030892,5.0309
direct,64,miss,13,1000000,5028756,5.0288
baseline,64,na,14,1000000,1609744,1.6097
linear,64,hit,14,1000000,76774900,76.7749
linear,64,miss,14,1000000,112098628,112.0986
binary,64,hit,14,1000000,97093672,97.0937
binary,64,miss,14,1000000,93595330,93.5953
direct,64,hit,14,1000000,5040054,5.0401
direct,64,miss,14,1000000,5032302,5.0323
baseline,64,na,15,1000000,1610160,1.6102
linear,64,hit,15,1000000,76859452,76.8595
linear,64,miss,15,1000000,112145696,112.1457
binary,64,hit,15,1000000,98804034,98.8040
binary,64,miss,15,1000000,97385070,97.3851
direct,64,hit,15,1000000,5029234,5.0292
direct,64,miss,15,1000000,5028738,5.0287
baseline,64,na,16,1000000,1609376,1.6094
linear,64,hit,16,1000000,76810542,76.8105
linear,64,miss,16,1000000,112026192,112.0262
binary,64,hit,16,1000000,97266350,97.2664
binary,64,miss,16,1000000,95201580,95.2016
direct,64,hit,16,1000000,5029052,5.0291
direct,64,miss,16,1000000,5030956,5.0310
baseline,64,na,17,1000000,1610224,1.6102
linear,64,hit,17,1000000,76813934,76.8139
linear,64,miss,17,1000000,112137066,112.1371
binary,64,hit,17,1000000,100254382,100.2544
binary,64,miss,17,1000000,96150714,96.1507
direct,64,hit,17,1000000,5028964,5.0290
direct,64,miss,17,1000000,5028858,5.0289
baseline,64,na,18,1000000,1609424,1.6094
linear,64,hit,18,1000000,76845452,76.8455
linear,64,miss,18,1000000,112055048,112.0550
binary,64,hit,18,1000000,97175868,97.1759
binary,64,miss,18,1000000,96893414,96.8934
direct,64,hit,18,1000000,5029142,5.0291
direct,64,miss,18,1000000,5034842,5.0348
baseline,64,na,19,1000000,1605136,1.6051
linear,64,hit,19,1000000,76843210,76.8432
linear,64,miss,19,1000000,112061410,112.0614
binary,64,hit,19,1000000,101141114,101.1411
binary,64,miss,19,1000000,98161640,98.1616
direct,64,hit,19,1000000,5028982,5.0290
direct,64,miss,19,1000000,5029842,5.0298
baseline,64,na,20,1000000,1620068,1.6201
linear,64,hit,20,1000000,76672710,76.6727
linear,64,miss,20,1000000,112038406,112.0384
binary,64,hit,20,1000000,97125896,97.1259
binary,64,miss,20,1000000,96018870,96.0189
direct,64,hit,20,1000000,5031948,5.0319
direct,64,miss,20,1000000,5029376,5.0294
baseline,64,na,21,1000000,1610106,1.6101
linear,64,hit,21,1000000,76862826,76.8628
linear,64,miss,21,1000000,112183908,112.1839
binary,64,hit,21,1000000,98377372,98.3774
binary,64,miss,21,1000000,95121820,95.1218
direct,64,hit,21,1000000,5029188,5.0292
direct,64,miss,21,1000000,5028704,5.0287
baseline,64,na,22,1000000,1609188,1.6092
linear,64,hit,22,1000000,76760026,76.7600
linear,64,miss,22,1000000,112032022,112.0320
binary,64,hit,22,1000000,97080230,97.0802
binary,64,miss,22,1000000,96173400,96.1734
direct,64,hit,22,1000000,5029282,5.0293
direct,64,miss,22,1000000,5040166,5.0402
baseline,64,na,23,1000000,1609650,1.6097
linear,64,hit,23,1000000,76687006,76.6870
linear,64,miss,23,1000000,112054590,112.0546
binary,64,hit,23,1000000,96657448,96.6574
binary,64,miss,23,1000000,96998296,96.9983
direct,64,hit,23,1000000,5028864,5.0289
direct,64,miss,23,1000000,5029798,5.0298
baseline,64,na,24,1000000,1609242,1.6092
linear,64,hit,24,1000000,76821038,76.8210
linear,64,miss,24,1000000,112087844,112.0878
binary,64,hit,24,1000000,97513034,97.5130
binary,64,miss,24,1000000,94356304,94.3563
direct,64,hit,24,1000000,5034652,5.0347
direct,64,miss,24,1000000,5030290,5.0303
baseline,64,na,25,1000000,1609624,1.6096
linear,64,hit,25,1000000,76761702,76.7617
linear,64,miss,25,1000000,112092786,112.0928
binary,64,hit,25,1000000,96929922,96.9299
binary,64,miss,25,1000000,97789214,97.7892
direct,64,hit,25,1000000,5029060,5.0291
direct,64,miss,25,1000000,5030930,5.0309
baseline,64,na,26,1000000,1609024,1.6090
linear,64,hit,26,1000000,76811296,76.8113
linear,64,miss,26,1000000,117164070,117.1641
binary,64,hit,26,1000000,96414066,96.4141
binary,64,miss,26,1000000,94427304,94.4273
direct,64,hit,26,1000000,5031708,5.0317
direct,64,miss,26,1000000,5033690,5.0337
baseline,64,na,27,1000000,1609712,1.6097
linear,64,hit,27,1000000,76799054,76.7991
linear,64,miss,27,1000000,112400588,112.4006
binary,64,hit,27,1000000,97812746,97.8127
binary,64,miss,27,1000000,95679166,95.6792
direct,64,hit,27,1000000,5034044,5.0340
direct,64,miss,27,1000000,5031710,5.0317
baseline,64,na,28,1000000,1609416,1.6094
linear,64,hit,28,1000000,77122750,77.1227
linear,64,miss,28,1000000,112078530,112.0785
binary,64,hit,28,1000000,99699706,99.6997
binary,64,miss,28,1000000,96023304,96.0233
direct,64,hit,28,1000000,5030666,5.0307
direct,64,miss,28,1000000,5030320,5.0303
baseline,64,na,29,1000000,1609368,1.6094
linear,64,hit,29,1000000,76805124,76.8051
linear,64,miss,29,1000000,112041636,112.0416
binary,64,hit,29,1000000,95403396,95.4034
binary,64,miss,29,1000000,96205378,96.2054
direct,64,hit,29,1000000,5028724,5.0287
direct,64,miss,29,1000000,5033690,5.0337
baseline,64,na,30,1000000,1605876,1.6059
linear,64,hit,30,1000000,77014868,77.0149
linear,64,miss,30,1000000,111976676,111.9767
binary,64,hit,30,1000000,97591384,97.5914
binary,64,miss,30,1000000,93498580,93.4986
direct,64,hit,30,1000000,5033500,5.0335
direct,64,miss,30,1000000,5029058,5.0291
baseline,64,na,31,1000000,1604934,1.6049
linear,64,hit,31,1000000,76875624,76.8756
linear,64,miss,31,1000000,112011420,112.0114
binary,64,hit,31,1000000,98785050,98.7850
binary,64,miss,31,1000000,94854078,94.8541
direct,64,hit,31,1000000,5033594,5.0336
direct,64,miss,31,1000000,5029384,5.0294
baseline,64,na,32,1000000,1605484,1.6055
linear,64,hit,32,1000000,76834070,76.8341
linear,64,miss,32,1000000,112123412,112.1234
binary,64,hit,32,1000000,96950624,96.9506
binary,64,miss,32,1000000,94307710,94.3077
direct,64,hit,32,1000000,5029138,5.0291
direct,64,miss,32,1000000,5029014,5.0290
baseline,64,na,33,1000000,1609530,1.6095
linear,64,hit,33,1000000,77098072,77.0981
linear,64,miss,33,1000000,112151902,112.1519
binary,64,hit,33,1000000,98395200,98.3952
binary,64,miss,33,1000000,94359980,94.3600
direct,64,hit,33,1000000,5033060,5.0331
direct,64,miss,33,1000000,5028734,5.0287
baseline,64,na,34,1000000,1604670,1.6047
linear,64,hit,34,1000000,76832360,76.8324
linear,64,miss,34,1000000,112005414,112.0054
binary,64,hit,34,1000000,96603892,96.6039
binary,64,miss,34,1000000,98055766,98.0558
direct,64,hit,34,1000000,5028906,5.0289
direct,64,miss,34,1000000,5029194,5.0292
baseline,64,na,35,1000000,1610308,1.6103
linear,64,hit,35,1000000,76854176,76.8542
linear,64,miss,35,1000000,112120746,112.1207
binary,64,hit,35,1000000,96456062,96.4561
binary,64,miss,35,1000000,96772800,96.7728
direct,64,hit,35,1000000,5034498,5.0345
direct,64,miss,35,1000000,5029414,5.0294
baseline,64,na,36,1000000,1610828,1.6108
linear,64,hit,36,1000000,76784722,76.7847
linear,64,miss,36,1000000,112018958,112.0190
binary,64,hit,36,1000000,99454720,99.4547
binary,64,miss,36,1000000,99212078,99.2121
direct,64,hit,36,1000000,5029298,5.0293
direct,64,miss,36,1000000,5028764,5.0288
baseline,64,na,37,1000000,1606080,1.6061
linear,64,hit,37,1000000,76720930,76.7209
linear,64,miss,37,1000000,112045376,112.0454
binary,64,hit,37,1000000,98912126,98.9121
binary,64,miss,37,1000000,101794866,101.7949
direct,64,hit,37,1000000,5035008,5.0350
direct,64,miss,37,1000000,5041562,5.0416
baseline,64,na,38,1000000,1604828,1.6048
linear,64,hit,38,1000000,76887616,76.8876
linear,64,miss,38,1000000,111995860,111.9959
binary,64,hit,38,1000000,97887964,97.8880
binary,64,miss,38,1000000,103313810,103.3138
direct,64,hit,38,1000000,5032538,5.0325
direct,64,miss,38,1000000,5031570,5.0316
baseline,64,na,39,1000000,1609274,1.6093
linear,64,hit,39,1000000,76842726,76.8427
linear,64,miss,39,1000000,112119750,112.1197
binary,64,hit,39,1000000,96048650,96.0486
binary,64,miss,39,1000000,104119976,104.1200
direct,64,hit,39,1000000,5035086,5.0351
direct,64,miss,39,1000000,5031260,5.0313
baseline,64,na,40,1000000,1610910,1.6109
linear,64,hit,40,1000000,76758102,76.7581
linear,64,miss,40,1000000,112137224,112.1372
binary,64,hit,40,1000000,97256826,97.2568
binary,64,miss,40,1000000,103561898,103.5619
direct,64,hit,40,1000000,5029198,5.0292
direct,64,miss,40,1000000,5028784,5.0288
baseline,64,na,41,1000000,1609382,1.6094
linear,64,hit,41,1000000,76868762,76.8688
linear,64,miss,41,1000000,112089340,112.0893
binary,64,hit,41,1000000,100078306,100.0783
binary,64,miss,41,1000000,103715456,103.7155
direct,64,hit,41,1000000,5036328,5.0363
direct,64,miss,41,1000000,5028976,5.0290
baseline,64,na,42,1000000,1605726,1.6057
linear,64,hit,42,1000000,76791448,76.7914
linear,64,miss,42,1000000,112167700,112.1677
binary,64,hit,42,1000000,98662508,98.6625
binary,64,miss,42,1000000,103448552,103.4486
direct,64,hit,42,1000000,5029964,5.0300
direct,64,miss,42,1000000,5036412,5.0364
baseline,64,na,43,1000000,1605358,1.6054
linear,64,hit,43,1000000,76818030,76.8180
linear,64,miss,43,1000000,112091128,112.0911
binary,64,hit,43,1000000,98634896,98.6349
binary,64,miss,43,1000000,101811830,101.8118
direct,64,hit,43,1000000,5029156,5.0292
direct,64,miss,43,1000000,5033346,5.0333
baseline,64,na,44,1000000,1604750,1.6047
linear,64,hit,44,1000000,76749604,76.7496
linear,64,miss,44,1000000,112104808,112.1048
binary,64,hit,44,1000000,99939992,99.9400
binary,64,miss,44,1000000,102929450,102.9295
direct,64,hit,44,1000000,5033632,5.0336
direct,64,miss,44,1000000,5034730,5.0347
baseline,64,na,45,1000000,1605162,1.6052
linear,64,hit,45,1000000,76740930,76.7409
linear,64,miss,45,1000000,111945262,111.9453
binary,64,hit,45,1000000,98032010,98.0320
binary,64,miss,45,1000000,105985568,105.9856
direct,64,hit,45,1000000,5028948,5.0289
direct,64,miss,45,1000000,5028732,5.0287
baseline,64,na,46,1000000,1571650,1.5716
linear,64,hit,46,1000000,76717544,76.7175
linear,64,miss,46,1000000,112036954,112.0370
binary,64,hit,46,1000000,125577786,125.5778
binary,64,miss,46,1000000,102993394,102.9934
direct,64,hit,46,1000000,5029692,5.0297
direct,64,miss,46,1000000,5032110,5.0321
baseline,64,na,47,1000000,1610128,1.6101
linear,64,hit,47,1000000,76667726,76.6677
linear,64,miss,47,1000000,112094318,112.0943
binary,64,hit,47,1000000,99391502,99.3915
binary,64,miss,47,1000000,98290090,98.2901
direct,64,hit,47,1000000,5032444,5.0324
direct,64,miss,47,1000000,5029132,5.0291
baseline,64,na,48,1000000,1609324,1.6093
linear,64,hit,48,1000000,76830160,76.8302
linear,64,miss,48,1000000,112091636,112.0916
binary,64,hit,48,1000000,96207812,96.2078
binary,64,miss,48,1000000,94734010,94.7340
direct,64,hit,48,1000000,5029080,5.0291
direct,64,miss,48,1000000,5031756,5.0318
baseline,64,na,49,1000000,1610216,1.6102
linear,64,hit,49,1000000,76805498,76.8055
linear,64,miss,49,1000000,112137774,112.1378
binary,64,hit,49,1000000,100755260,100.7553
binary,64,miss,49,1000000,97001240,97.0012
direct,64,hit,49,1000000,5029092,5.0291
direct,64,miss,49,1000000,5030714,5.0307
baseline,128,na,0,1000000,1609428,1.6094
linear,128,hit,0,1000000,119377290,119.3773
linear,128,miss,0,1000000,202885520,202.8855
binary,128,hit,0,1000000,123819688,123.8197
binary,128,miss,0,1000000,128483256,128.4833
direct,128,hit,0,1000000,5034046,5.0340
direct,128,miss,0,1000000,5036636,5.0366
baseline,128,na,1,1000000,1610962,1.6110
linear,128,hit,1,1000000,119119968,119.1200
linear,128,miss,1,1000000,202902218,202.9022
binary,128,hit,1,1000000,125940054,125.9401
binary,128,miss,1,1000000,128370150,128.3701
direct,128,hit,1,1000000,5028864,5.0289
direct,128,miss,1,1000000,5047138,5.0471
baseline,128,na,2,1000000,1609296,1.6093
linear,128,hit,2,1000000,119130598,119.1306
linear,128,miss,2,1000000,203463298,203.4633
binary,128,hit,2,1000000,126069746,126.0697
binary,128,miss,2,1000000,131463222,131.4632
direct,128,hit,2,1000000,5031276,5.0313
direct,128,miss,2,1000000,5028824,5.0288
baseline,128,na,3,1000000,1608774,1.6088
linear,128,hit,3,1000000,119109406,119.1094
linear,128,miss,3,1000000,202991004,202.9910
binary,128,hit,3,1000000,129696874,129.6969
binary,128,miss,3,1000000,132484764,132.4848
direct,128,hit,3,1000000,5032868,5.0329
direct,128,miss,3,1000000,5035788,5.0358
baseline,128,na,4,1000000,1605758,1.6058
linear,128,hit,4,1000000,119392760,119.3928
linear,128,miss,4,1000000,203461524,203.4615
binary,128,hit,4,1000000,125457774,125.4578
binary,128,miss,4,1000000,131744700,131.7447
direct,128,hit,4,1000000,5033584,5.0336
direct,128,miss,4,1000000,5046162,5.0462
baseline,128,na,5,1000000,1609800,1.6098
linear,128,hit,5,1000000,119144014,119.1440
linear,128,miss,5,1000000,202904450,202.9044
binary,128,hit,5,1000000,126963626,126.9636
binary,128,miss,5,1000000,130730744,130.7307
direct,128,hit,5,1000000,5033356,5.0334
direct,128,miss,5,1000000,5034888,5.0349
baseline,128,na,6,1000000,1609032,1.6090
linear,128,hit,6,1000000,119301294,119.3013
linear,128,miss,6,1000000,203141892,203.1419
binary,128,hit,6,1000000,124729136,124.7291
binary,128,miss,6,1000000,128498504,128.4985
direct,128,hit,6,1000000,5034740,5.0347
direct,128,miss,6,1000000,5030232,5.0302
baseline,128,na,7,1000000,1610348,1.6103
linear,128,hit,7,1000000,119143238,119.1432
linear,128,miss,7,1000000,202906916,202.9069
binary,128,hit,7,1000000,126601830,126.6018
binary,128,miss,7,1000000,130061804,130.0618
direct,128,hit,7,1000000,5360444,5.3604
direct,128,miss,7,1000000,5042992,5.0430
baseline,128,na,8,1000000,1606152,1.6062
linear,128,hit,8,1000000,119174492,119.1745
linear,128,miss,8,1000000,203106896,203.1069
binary,128,hit,8,1000000,127470106,127.4701
binary,128,miss,8,1000000,128460486,128.4605
direct,128,hit,8,1000000,5028944,5.0289
direct,128,miss,8,1000000,5033024,5.0330
baseline,128,na,9,1000000,1605770,1.6058
linear,128,hit,9,1000000,119130780,119.1308
linear,128,miss,9,1000000,203188558,203.1886
binary,128,hit,9,1000000,125648092,125.6481
binary,128,miss,9,1000000,129833966,129.8340
direct,128,hit,9,1000000,5031028,5.0310
direct,128,miss,9,1000000,5030878,5.0309
baseline,128,na,10,1000000,1609834,1.6098
linear,128,hit,10,1000000,119127136,119.1271
linear,128,miss,10,1000000,202966624,202.9666
binary,128,hit,10,1000000,123704506,123.7045
binary,128,miss,10,1000000,129595652,129.5957
direct,128,hit,10,1000000,5029446,5.0294
direct,128,miss,10,1000000,5029082,5.0291
baseline,128,na,11,1000000,1609712,1.6097
linear,128,hit,11,1000000,121929440,121.9294
linear,128,miss,11,1000000,208758620,208.7586
binary,128,hit,11,1000000,127584054,127.5841
binary,128,miss,11,1000000,130484394,130.4844
direct,128,hit,11,1000000,5035848,5.0358
direct,128,miss,11,1000000,5033758,5.0338
baseline,128,na,12,1000000,1609416,1.6094
linear,128,hit,12,1000000,119208094,119.2081
linear,128,miss,12,1000000,202714118,202.7141
binary,128,hit,12,1000000,126034274,126.0343
binary,128,miss,12,1000000,131419196,131.4192
direct,128,hit,12,1000000,5029198,5.0292
direct,128,miss,12,1000000,5028884,5.0289
baseline,128,na,13,1000000,1610432,1.6104
linear,128,hit,13,1000000,119173678,119.1737
linear,128,miss,13,1000000,202954868,202.9549
binary,128,hit,13,1000000,126716356,126.7164
binary,128,miss,13,1000000,130988844,130.9888
direct,128,hit,13,1000000,5028908,5.0289
direct,128,miss,13,1000000,5028848,5.0288
baseline,128,na,14,1000000,1610364,1.6104
linear,128,hit,14,1000000,119142774,119.1428
linear,128,miss,14,1000000,203038728,203.0387
binary,128,hit,14,1000000,124359470,124.3595
binary,128,miss,14,1000000,129731612,129.7316
direct,128,hit,14,1000000,5030666,5.0307
direct,128,miss,14,1000000,5029510,5.0295
baseline,128,na,15,1000000,1608674,1.6087
linear,128,hit,15,1000000,119142210,119.1422
linear,128,miss,15,1000000,202660820,202.6608
binary,128,hit,15,1000000,126405308,126.4053
binary,128,miss,15,1000000,130247654,130.2477
direct,128,hit,15,1000000,5029644,5.0296
direct,128,miss,15,1000000,5029622,5.0296
baseline,128,na,16,1000000,1609952,1.6100
linear,128,hit,16,1000000,119129258,119.1293
linear,128,miss,16,1000000,202790858,202.7909
binary,128,hit,16,1000000,124226042,124.2260
binary,128,miss,16,1000000,130403378,130.4034
direct,128,hit,16,1000000,5033334,5.0333
direct,128,miss,16,1000000,5029442,5.0294
baseline,128,na,17,1000000,1605360,1.6054
linear,128,hit,17,1000000,119139218,119.1392
linear,128,miss,17,1000000,203020292,203.0203
binary,128,hit,17,1000000,127398824,127.3988
binary,128,miss,17,1000000,130761690,130.7617
direct,128,hit,17,1000000,5033570,5.0336
direct,128,miss,17,1000000,5031360,5.0314
baseline,128,na,18,1000000,1605200,1.6052
linear,128,hit,18,1000000,119129036,119.1290
linear,128,miss,18,1000000,202880974,202.8810
binary,128,hit,18,1000000,127272446,127.2724
binary,128,miss,18,1000000,131079152,131.0792
direct,128,hit,18,1000000,5033398,5.0334
direct,128,miss,18,1000000,5028932,5.0289
baseline,128,na,19,1000000,1605516,1.6055
linear,128,hit,19,1000000,119117812,119.1178
linear,128,miss,19,1000000,203215206,203.2152
binary,128,hit,19,1000000,121240340,121.2403
binary,128,miss,19,1000000,130375484,130.3755
direct,128,hit,19,1000000,5029008,5.0290
direct,128,miss,19,1000000,5028902,5.0289
baseline,128,na,20,1000000,1609044,1.6090
linear,128,hit,20,1000000,119216196,119.2162
linear,128,miss,20,1000000,203063502,203.0635
binary,128,hit,20,1000000,125663774,125.6638
binary,128,miss,20,1000000,129747552,129.7476
direct,128,hit,20,1000000,5034542,5.0345
direct,128,miss,20,1000000,5030746,5.0307
baseline,128,na,21,1000000,1605028,1.6050
linear,128,hit,21,1000000,119179150,119.1792
linear,128,miss,21,1000000,202848012,202.8480
binary,128,hit,21,1000000,126270524,126.2705
binary,128,miss,21,1000000,130601140,130.6011
direct,128,hit,21,1000000,5044206,5.0442
direct,128,miss,21,1000000,5037466,5.0375
baseline,128,na,22,1000000,1632078,1.6321
linear,128,hit,22,1000000,119295874,119.2959
linear,128,miss,22,1000000,202958898,202.9589
binary,128,hit,22,1000000,126883812,126.8838
binary,128,miss,22,1000000,131346532,131.3465
direct,128,hit,22,1000000,5029918,5.0299
direct,128,miss,22,1000000,5029854,5.0299
baseline,128,na,23,1000000,1609508,1.6095
linear,128,hit,23,1000000,119407898,119.4079
linear,128,miss,23,1000000,207719828,207.7198
binary,128,hit,23,1000000,124621704,124.6217
binary,128,miss,23,1000000,129647094,129.6471
direct,128,hit,23,1000000,5032126,5.0321
direct,128,miss,23,1000000,5038056,5.0381
baseline,128,na,24,1000000,1604298,1.6043
linear,128,hit,24,1000000,119130296,119.1303
linear,128,miss,24,1000000,203339258,203.3393
binary,128,hit,24,1000000,124514190,124.5142
binary,128,miss,24,1000000,128820112,128.8201
direct,128,hit,24,1000000,5030952,5.0310
direct,128,miss,24,1000000,5121306,5.1213
baseline,128,na,25,1000000,1605142,1.6051
linear,128,hit,25,1000000,119150326,119.1503
linear,128,miss,25,1000000,203164654,203.1647
binary,128,hit,25,1000000,124589200,124.5892
binary,128,miss,25,1000000,129745826,129.7458
direct,128,hit,25,1000000,5031396,5.0314
direct,128,miss,25,1000000,5029344,5.0293
baseline,128,na,26,1000000,1609334,1.6093
linear,128,hit,26,1000000,119128320,119.1283
linear,128,miss,26,1000000,203383558,203.3836
binary,128,hit,26,1000000,124786798,124.7868
binary,128,miss,26,1000000,130197154,130.1972
direct,128,hit,26,1000000,5030412,5.0304
direct,128,miss,26,1000000,5034844,5.0348
baseline,128,na,27,1000000,1605784,1.6058
linear,128,hit,27,1000000,119171758,119.1718
linear,128,miss,27,1000000,203205138,203.2051
binary,128,hit,27,1000000,125703902,125.7039
binary,128,miss,27,1000000,129557288,129.5573
direct,128,hit,27,1000000,5030036,5.0300
direct,128,miss,27,1000000,5030640,5.0306
baseline,128,na,28,1000000,1608886,1.6089
linear,128,hit,28,1000000,119119668,119.1197
linear,128,miss,28,1000000,203061544,203.0615
binary,128,hit,28,1000000,126263574,126.2636
binary,128,miss,28,1000000,130152576,130.1526
direct,128,hit,28,1000000,5029882,5.0299
direct,128,miss,28,1000000,5033978,5.0340
baseline,128,na,29,1000000,1605484,1.6055
linear,128,hit,29,1000000,119148934,119.1489
linear,128,miss,29,1000000,203216784,203.2168
binary,128,hit,29,1000000,126666340,126.6663
binary,128,miss,29,1000000,130297558,130.2976
direct,128,hit,29,1000000,5028908,5.0289
direct,128,miss,29,1000000,5029892,5.0299
baseline,128,na,30,1000000,1610466,1.6105
linear,128,hit,30,1000000,119224000,119.2240
linear,128,miss,30,1000000,203141556,203.1416
binary,128,hit,30,1000000,124826800,124.8268
binary,128,miss,30,1000000,129634462,129.6345
direct,128,hit,30,1000000,5034402,5.0344
direct,128,miss,30,1000000,5040918,5.0409
baseline,128,na,31,1000000,1604764,1.6048
linear,128,hit,31,1000000,119156994,119.1570
linear,128,miss,31,1000000,203261804,203.2618
binary,128,hit,31,1000000,128080142,128.0801
binary,128,miss,31,1000000,129072734,129.0727
direct,128,hit,31,1000000,5029994,5.0300
direct,128,miss,31,1000000,5029962,5.0300
baseline,128,na,32,1000000,1609050,1.6091
linear,128,hit,32,1000000,119091698,119.0917
linear,128,miss,32,1000000,202805202,202.8052
binary,128,hit,32,1000000,125173908,125.1739
binary,128,miss,32,1000000,128125274,128.1253
direct,128,hit,32,1000000,5028700,5.0287
direct,128,miss,32,1000000,5031114,5.0311
baseline,128,na,33,1000000,1610060,1.6101
linear,128,hit,33,1000000,119116914,119.1169
linear,128,miss,33,1000000,203004042,203.0040
binary,128,hit,33,1000000,125793206,125.7932
binary,128,miss,33,1000000,129256180,129.2562
direct,128,hit,33,1000000,5028976,5.0290
direct,128,miss,33,1000000,5032776,5.0328
baseline,128,na,34,1000000,1604788,1.6048
linear,128,hit,34,1000000,119140180,119.1402
linear,128,miss,34,1000000,203014580,203.0146
binary,128,hit,34,1000000,124358756,124.3588
binary,128,miss,34,1000000,132866372,132.8664
direct,128,hit,34,1000000,5030434,5.0304
direct,128,miss,34,1000000,5029130,5.0291
baseline,128,na,35,1000000,1608894,1.6089
linear,128,hit,35,1000000,119206014,119.2060
linear,128,miss,35,1000000,203112736,203.1127
binary,128,hit,35,1000000,123973090,123.9731
binary,128,miss,35,1000000,126550814,126.5508
direct,128,hit,35,1000000,5033512,5.0335
direct,128,miss,35,1000000,5028570,5.0286
baseline,128,na,36,1000000,1604806,1.6048
linear,128,hit,36,1000000,119152050,119.1521
linear,128,miss,36,1000000,202928052,202.9281
binary,128,hit,36,1000000,124397148,124.3971
binary,128,miss,36,1000000,130388910,130.3889
direct,128,hit,36,1000000,5029048,5.0290
direct,128,miss,36,1000000,5030842,5.0308
baseline,128,na,37,1000000,1611300,1.6113
linear,128,hit,37,1000000,119131916,119.1319
linear,128,miss,37,1000000,202954720,202.9547
binary,128,hit,37,1000000,123566222,123.5662
binary,128,miss,37,1000000,127947858,127.9479
direct,128,hit,37,1000000,5028844,5.0288
direct,128,miss,37,1000000,5031104,5.0311
baseline,128,na,38,1000000,1609972,1.6100
linear,128,hit,38,1000000,119153704,119.1537
linear,128,miss,38,1000000,202929322,202.9293
binary,128,hit,38,1000000,128987236,128.9872
binary,128,miss,38,1000000,131902004,131.9020
direct,128,hit,38,1000000,5029572,5.0296
direct,128,miss,38,1000000,5029004,5.0290
baseline,128,na,39,1000000,1609478,1.6095
linear,128,hit,39,1000000,119226564,119.2266
linear,128,miss,39,1000000,203100818,203.1008
binary,128,hit,39,1000000,127553854,127.5539
binary,128,miss,39,1000000,131870728,131.8707
direct,128,hit,39,1000000,5032402,5.0324
direct,128,miss,39,1000000,5031564,5.0316
baseline,128,na,40,1000000,1610080,1.6101
linear,128,hit,40,1000000,119121600,119.1216
linear,128,miss,40,1000000,202968898,202.9689
binary,128,hit,40,1000000,123049388,123.0494
binary,128,miss,40,1000000,130077712,130.0777
direct,128,hit,40,1000000,5029054,5.0291
direct,128,miss,40,1000000,5033114,5.0331
baseline,128,na,41,1000000,1605204,1.6052
linear,128,hit,41,1000000,119137392,119.1374
linear,128,miss,41,1000000,202946456,202.9465
binary,128,hit,41,1000000,126607062,126.6071
binary,128,miss,41,1000000,130074824,130.0748
direct,128,hit,41,1000000,5029354,5.0294
direct,128,miss,41,1000000,5030528,5.0305
baseline,128,na,42,1000000,1609976,1.6100
linear,128,hit,42,1000000,119176248,119.1762
linear,128,miss,42,1000000,202815256,202.8153
binary,128,hit,42,1000000,126837236,126.8372
binary,128,miss,42,1000000,133750992,133.7510
direct,128,hit,42,1000000,5037780,5.0378
direct,128,miss,42,1000000,5043286,5.0433
baseline,128,na,43,1000000,1610152,1.6102
linear,128,hit,43,1000000,119358480,119.3585
linear,128,miss,43,1000000,203148878,203.1489
binary,128,hit,43,1000000,127154706,127.1547
binary,128,miss,43,1000000,131906064,131.9061
direct,128,hit,43,1000000,5085336,5.0853
direct,128,miss,43,1000000,5037720,5.0377
baseline,128,na,44,1000000,1612786,1.6128
linear,128,hit,44,1000000,119175400,119.1754
linear,128,miss,44,1000000,202767716,202.7677
binary,128,hit,44,1000000,124409452,124.4095
binary,128,miss,44,1000000,128721272,128.7213
direct,128,hit,44,1000000,5031568,5.0316
direct,128,miss,44,1000000,5030534,5.0305
baseline,128,na,45,1000000,1610120,1.6101
linear,128,hit,45,1000000,119257758,119.2578
linear,128,miss,45,1000000,202771696,202.7717
binary,128,hit,45,1000000,125251870,125.2519
binary,128,miss,45,1000000,129334984,129.3350
direct,128,hit,45,1000000,5035486,5.0355
direct,128,miss,45,1000000,5030638,5.0306
baseline,128,na,46,1000000,1608218,1.6082
linear,128,hit,46,1000000,119123488,119.1235
linear,128,miss,46,1000000,203005944,203.0059
binary,128,hit,46,1000000,125487450,125.4874
binary,128,miss,46,1000000,130735780,130.7358
direct,128,hit,46,1000000,5028902,5.0289
direct,128,miss,46,1000000,5038956,5.0390
baseline,128,na,47,1000000,1605222,1.6052
linear,128,hit,47,1000000,119423552,119.4236
linear,128,miss,47,1000000,202840000,202.8400
binary,128,hit,47,1000000,125635692,125.6357
binary,128,miss,47,1000000,135573026,135.5730
direct,128,hit,47,1000000,5030590,5.0306
direct,128,miss,47,1000000,5029398,5.0294
baseline,128,na,48,1000000,1609626,1.6096
linear,128,hit,48,1000000,119129684,119.1297
linear,128,miss,48,1000000,202981170,202.9812
binary,128,hit,48,1000000,126218692,126.2187
binary,128,miss,48,1000000,134836614,134.8366
direct,128,hit,48,1000000,5030274,5.0303
direct,128,miss,48,1000000,5028960,5.0290
baseline,128,na,49,1000000,1609850,1.6099
linear,128,hit,49,1000000,119142550,119.1425
linear,128,miss,49,1000000,202927490,202.9275
binary,128,hit,49,1000000,125233606,125.2336
binary,128,miss,49,1000000,135629588,135.6296
direct,128,hit,49,1000000,5028768,5.0288
direct,128,miss,49,1000000,5029676,5.0297
baseline,256,na,0,1000000,1608310,1.6083
linear,256,hit,0,1000000,206027732,206.0277
linear,256,miss,0,1000000,384008426,384.0084
